,Customer Number,Campaign Period Sales,Historical Sales Volume,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language,Service Level,Date of Last Transaction,Number of Transactions,Email Available,Buy,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group
159,739010,262.9066666666667,671989.4400000001,1967-04-01,18,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2015-01-06,18,True,1,19719,2272,Long-term,English
161,743696,458.0533333333334,453472.80000000005,2000-02-28,10,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2012-04-12,10,True,1,7698,3271,Mid-term,English
162,744638,0.0,414938.02666666673,1989-12-01,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2014-04-27,16,True,0,11439,2526,Mid-term,English
163,746308,0.0,3460576.0000000005,1988-12-01,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,500+,English,Premier,2014-07-29,16,True,0,11804,2433,Mid-term,English
165,748991,211.85333333333335,97452.53333333334,1993-10-01,23,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,French,Premier,2012-10-05,23,True,1,10039,3095,Mid-term,European
166,750434,222.83809523809524,110527.69523809524,1978-03-15,8,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-04-30,8,True,1,15718,2523,Long-term,English
167,756096,0.0,154861.7142857143,1990-07-01,24,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-07-14,24,False,0,11227,2083,Mid-term,English
168,757896,293.2380952380953,780013.3333333335,1980-07-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-12-11,19,False,1,14879,3028,Long-term,English
169,760494,0.0,352685.2380952381,1979-01-15,19,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2014-06-01,19,True,0,15412,2491,Long-term,English
171,761301,0.0,245443.0476190476,1983-12-25,20,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-03-05,20,False,0,13607,3675,Mid-term,English
172,762809,0.0,242945.2190476191,1990-03-15,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-01-04,19,True,0,11335,2274,Mid-term,English
173,762947,224.70476190476194,235940.00000000006,1975-11-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2014-04-16,21,False,1,16583,2537,Long-term,English
175,768699,121.37333333333333,44665.386666666665,1994-02-01,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,1-5,English,Premier,2015-04-19,16,True,1,9916,2169,Mid-term,English
176,769346,0.0,474733.3333333333,1991-07-15,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-05-17,20,True,0,10848,2871,Mid-term,English
180,781872,0.0,371146.00000000006,1988-07-15,19,False,True,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,1-5,English,Standard,2015-01-18,19,True,0,11943,2260,Mid-term,English
183,784904,0.0,1978414.9047619049,1992-01-15,25,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-09-07,25,True,0,10664,3854,Mid-term,English
184,786675,0.0,2204782.4000000004,1997-03-01,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2003-04-30,15,False,0,8792,6541,Mid-term,English
186,794385,0.0,528256.64,2015-09-08,23,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2009-03-26,23,False,0,2027,4384,Short-term,English
187,794603,0.0,178047.6,1983-06-15,23,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2011-06-20,23,True,0,13800,3568,Mid-term,English
188,797371,334.53333333333336,194029.33333333334,1982-10-01,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2014-12-13,20,True,1,14057,2296,Mid-term,English
189,797495,402.1333333333333,674377.6,1993-11-15,13,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-10-23,13,True,1,9994,3808,Mid-term,English
190,797518,247.33333333333331,648013.3333333333,1983-03-15,20,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,Y,N,Y,N,Y,6-10,English,Premier,2013-11-05,20,True,1,13892,2699,Mid-term,English
191,799053,0.0,353843.3066666667,1987-05-15,22,False,False,False,NOTICE,BRANCH (POS),Y,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-10-24,22,True,0,12370,2346,Mid-term,English
192,800995,0.0,588042.6933333334,1993-05-01,17,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2015-04-23,17,True,0,10192,2165,Mid-term,English
194,801331,0.0,1671188.64,1971-08-15,15,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,11-50,Chinese,Premier,2007-03-09,15,True,0,18122,5132,Long-term,Asian
195,804505,0.0,1048918.5,1996-10-01,9,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,N,101-500,Unknown,Premier,2011-05-04,9,False,0,8943,3615,Mid-term,Unknown
196,806065,0.0,474605.04000000004,2002-11-12,21,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,Y,N,Y,1-5,English,Standard,2013-06-17,21,True,0,6710,2840,Mid-term,English
198,809613,0.0,1067325.1199999999,2015-07-07,23,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2010-09-02,23,True,0,2090,3859,Short-term,English
199,810789,0.0,405032.3733333333,2015-04-29,19,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2010-11-02,19,True,0,2159,3798,Short-term,English
200,813059,0.0,581276.0476190476,1995-11-15,19,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,N,6-10,English,Premier,2013-02-11,19,True,0,9264,2966,Mid-term,English
202,817111,0.0,74034.52,1996-10-15,21,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2016-04-15,21,True,0,8929,1807,Mid-term,English
203,817138,0.0,167259.60533333334,1997-02-15,16,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-04-06,16,False,0,8806,2912,Mid-term,English
204,817815,0.0,478992.00000000006,2011-10-14,17,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-06-07,17,True,0,3452,2850,Short-term,English
205,819568,0.0,273660.85714285716,1985-03-01,15,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-01-31,15,True,0,13175,3708,Mid-term,English
206,820219,0.0,109601.232,1996-09-15,9,False,True,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2016-06-22,9,True,0,8959,1739,Mid-term,English
207,823764,0.0,729873.6,1998-06-23,14,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2009-09-22,14,False,0,8313,4204,Mid-term,English
208,829013,0.0,1499537.0,1986-03-15,15,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2012-01-25,15,True,0,12796,3349,Mid-term,English
209,829289,0.0,845546.0000000001,1985-01-01,13,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,Y,N,Y,101-500,English,Standard,2015-02-15,13,False,0,13234,2232,Mid-term,English
210,833338,0.0,2546122.666666667,1986-11-15,20,False,False,False,NOTICE,MAIL,Y,Y,N,N,N,Y,N,N,Y,500+,English,Premier,2015-08-16,20,True,0,12551,2050,Mid-term,English
211,834139,0.0,63559.253333333334,1993-10-15,13,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2013-10-21,13,False,0,10025,2714,Mid-term,English
213,836839,382.9,331974.3,1989-12-15,17,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,N,11-50,Unknown,Premier,2014-05-29,17,True,1,11425,2494,Mid-term,Unknown
214,837137,268.45714285714286,143624.57142857142,1982-04-15,5,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2013-06-07,5,False,1,14226,2850,Mid-term,English
215,838479,0.0,476378.3619047619,1990-03-01,22,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-02-05,22,True,0,11349,2242,Mid-term,English
216,839306,224.72,488766.0,1976-05-01,15,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,1-5,English,Standard,2013-06-13,15,True,1,16401,2844,Long-term,English
217,842625,0.0,57674.240000000005,1988-11-01,20,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2018-01-19,20,True,0,11834,1163,Mid-term,English
218,845421,0.0,508785.54666666663,1987-11-15,19,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-07-18,19,True,0,12186,3174,Mid-term,English
219,845577,0.0,265873.37142857147,1991-11-15,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-01-12,18,False,0,10725,2266,Mid-term,English
220,845601,0.0,191785.9047619048,1994-11-01,10,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-06-18,10,True,0,9643,3570,Mid-term,English
221,845948,0.0,180672.14285714284,1988-03-15,3,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,6-10,Unknown,Premier,2011-06-06,3,True,0,12065,3582,Mid-term,Unknown
224,856318,0.0,326279.20000000007,1996-10-01,20,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2016-02-18,20,False,0,8943,1864,Mid-term,English
226,858268,0.0,383658.24000000005,1991-03-15,14,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,Y,Y,1-5,English,Premier,2011-01-29,14,False,0,10970,3710,Mid-term,English
228,861903,109.68,225063.36000000002,1994-07-15,19,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-08-17,19,False,1,9752,2049,Mid-term,English
229,863244,0.0,303610.0266666667,2007-06-12,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2010-11-17,17,False,0,5037,3783,Short-term,English
230,865844,192.81904761904764,543749.7142857143,1993-01-01,20,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-12-01,20,True,1,10312,2308,Mid-term,English
231,870262,84.73333333333335,136844.33333333337,1981-04-01,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,1-5,English,Standard,2016-04-28,17,False,1,14605,1794,Long-term,English
232,872704,0.0,297390.85714285716,1988-03-15,18,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-12-22,18,False,0,12065,2287,Mid-term,English
233,874618,0.0,28153.904761904763,2001-10-04,4,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-10-18,4,True,0,7114,3448,Mid-term,English
234,886547,193.58095238095237,207325.19999999998,1993-09-15,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-11-25,21,True,1,10055,2314,Mid-term,English
235,888080,0.0,1690525.3333333335,1989-07-01,20,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,101-500,Portuguese,Standard,2013-05-17,20,False,0,11592,2871,Mid-term,European
237,889563,0.0,288976.76190476195,1990-03-15,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,6-10,English,Standard,2014-09-15,20,True,0,11335,2385,Mid-term,English
241,895238,0.0,256576.32000000007,1997-05-15,6,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2011-05-20,6,True,0,8717,3599,Mid-term,English
242,898026,0.0,871285.8,1987-07-01,11,False,True,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,51-100,English,Standard,2011-08-26,11,True,0,12323,3501,Mid-term,English
244,903600,0.0,672901.6000000001,2006-01-19,20,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2009-11-19,20,True,0,5546,4146,Short-term,English
245,913061,0.0,438823.2,1986-03-15,10,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2009-07-09,10,True,0,12796,4279,Mid-term,English
246,913300,0.0,419600.0,1997-07-01,15,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-10-12,15,True,0,8670,2358,Mid-term,English
248,915951,266.93333333333334,86486.40000000001,1981-02-01,9,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-06-18,9,False,1,14664,2839,Long-term,English
249,922222,0.0,852228.0000000002,1990-11-01,6,False,False,False,AUTO RENEW,WEB,N,N,N,N,Y,N,N,N,Y,101-500,English,Premier,2012-07-28,6,True,0,11104,3164,Mid-term,English
250,922999,311.68000000000006,1106464.0000000002,2003-01-24,25,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2009-12-18,25,True,1,6637,4117,Mid-term,English
251,933706,233.12,272284.16000000003,1981-02-01,16,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,Unknown,Premier,2012-03-01,16,True,1,14664,3313,Long-term,Unknown
252,937093,0.0,397965.0,1996-02-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2016-05-23,15,False,0,9172,1769,Mid-term,English
253,937170,0.0,404221.7142857143,1997-10-01,9,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-01-14,9,True,0,8578,3725,Mid-term,English
254,940366,299.1333333333334,466049.73333333345,1975-09-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2015-05-07,19,False,1,16644,2151,Long-term,English
255,941211,139.68,223488.00000000003,1980-01-01,20,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-10-14,20,True,1,15061,2356,Long-term,English
257,947985,487.1706666666667,579733.0933333334,1968-02-01,14,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2013-06-12,14,True,1,19413,2845,Long-term,English
258,951434,365.13904761904763,577284.8342857143,2009-06-23,17,True,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-03-10,17,True,1,4295,2939,Short-term,English
259,951859,0.0,47325.799999999996,1983-04-01,1,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,N,101-500,Unknown,Premier,2014-08-02,1,False,0,13875,2429,Mid-term,Unknown
261,955654,0.0,64253.95200000001,1998-02-15,24,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,1-5,English,Premier,2015-09-21,24,False,0,8441,2014,Mid-term,English
262,958450,0.0,343181.04000000004,1991-02-15,17,False,False,False,NOTICE,MAIL,N,N,N,Y,N,N,N,N,Y,1-5,English,Standard,2013-09-26,17,True,0,10998,2739,Mid-term,English
263,962629,1930.666666666667,1486613.3333333335,1978-11-15,11,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,101-500,English,Premier,2007-11-16,11,False,1,15473,4880,Long-term,English
264,965520,0.0,691230.96,1984-10-01,23,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-03-30,23,True,0,13326,2554,Mid-term,English
265,966736,0.0,860246.4000000001,2005-01-13,18,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2014-06-23,18,True,0,5917,2469,Short-term,English
266,969184,0.0,115484.57142857142,2015-09-16,9,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-11-09,9,False,0,2019,2695,Short-term,English
267,971438,0.0,1345661.8560000001,1984-07-01,21,False,False,False,NOTICE,BRANCH (PHONE),N,Y,N,N,N,N,N,N,Y,11-50,English,Premier,2012-01-29,21,True,0,13418,3345,Mid-term,English
268,982661,0.0,794417.1428571428,2016-04-28,18,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-12-04,18,True,0,1794,3035,Short-term,English
271,989323,0.0,92913.33333333333,1985-01-01,11,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2011-12-08,11,True,0,13234,3397,Mid-term,English
272,996030,0.0,2911412.746666667,1998-10-07,17,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,101-500,Russian,Standard,2013-07-01,17,True,0,8207,2826,Mid-term,European
273,996333,0.0,366589.80000000005,1977-02-01,9,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2006-09-06,9,False,0,16125,5316,Long-term,English
275,996806,0.0,445313.06666666665,2006-02-23,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-10-23,20,True,0,5511,3077,Short-term,English
276,997378,221.76,204906.24,1964-04-15,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-06-25,21,True,1,20800,3197,Long-term,English
277,1002351,0.0,290959.2,1994-04-15,14,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2012-03-23,14,False,0,9843,3291,Mid-term,English
279,1003168,0.0,157726.17142857146,1983-05-01,24,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-11-02,24,True,0,13845,3067,Mid-term,English
280,1005201,0.0,508077.4399999999,1988-12-01,24,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2011-03-10,24,False,0,11804,3670,Mid-term,English
281,1007672,0.0,2955704.0,1997-07-01,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2010-11-19,20,True,0,8670,3781,Mid-term,English
282,1007920,530.5733333333334,667461.2533333334,1995-06-01,17,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2010-09-10,17,True,1,9431,3851,Mid-term,English
283,1011640,0.0,213705.4,1977-06-15,6,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N,11-50,English,Premier,2015-01-13,6,True,0,15991,2265,Long-term,English
284,1015898,305.7904761904762,719830.780952381,1994-04-15,22,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-09-12,22,True,1,9843,3118,Mid-term,English
285,1017147,311.9428571428572,441711.0857142858,1994-12-15,12,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-07-30,12,True,1,9599,3162,Mid-term,English
286,1018146,0.0,68500.08,1984-07-01,11,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2015-11-19,11,False,0,13418,1955,Mid-term,English
287,1018640,0.0,653578.5142857144,1983-07-01,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-04-02,22,True,0,13784,4012,Mid-term,English
288,1019427,369.7904761904762,66562.28571428571,1994-10-01,12,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-06-11,12,False,1,9674,3577,Mid-term,English
290,1030169,302.5333333333333,498877.46666666656,1993-10-01,17,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-10-05,17,True,1,10039,3095,Mid-term,English
291,1031226,0.0,83204.80000000002,2009-08-17,17,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2008-11-24,17,True,0,4240,4506,Short-term,English
294,1035912,0.0,188528.72380952383,1991-04-01,20,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-10-17,20,True,0,10953,2718,Mid-term,English
295,1040867,0.0,136283.42857142858,1987-02-01,10,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,6-10,English,Standard,2009-06-24,10,True,0,12473,4294,Mid-term,English
296,1041332,0.0,153004.80000000002,1996-08-15,6,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,Unknown,Premier,2015-12-13,6,False,0,8990,1931,Mid-term,Unknown
299,1046058,0.0,401247.14666666667,1997-07-01,8,False,True,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2005-07-24,8,True,0,8670,5725,Mid-term,English
300,1049257,0.0,692123.4285714285,2015-07-01,20,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-09-15,20,True,0,2096,2750,Short-term,English
301,1053009,0.0,980434.2857142858,1986-02-01,18,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-07-29,18,True,0,12838,3529,Mid-term,English
302,1055744,500.07142857142856,405057.8571428571,2015-03-07,54,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,N,6-10,Unknown,Premier,2010-11-07,54,True,1,2212,3793,Short-term,Unknown
303,1056598,365.2533333333334,327266.9866666667,1993-02-15,8,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2013-07-31,8,True,1,10267,2796,Mid-term,English
305,1057659,744.1880952380952,2738612.1904761903,2002-07-25,32,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,6-10,Unknown,Premier,2009-09-18,32,False,1,6820,4208,Mid-term,Unknown
306,1057709,0.0,922531.1680000001,1996-10-15,19,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,Unknown,Premier,2011-10-24,19,True,0,8929,3442,Mid-term,Unknown
307,1058598,0.0,630302.0533333333,1988-08-01,13,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2008-07-22,13,True,0,11926,4631,Mid-term,English
308,1059403,0.0,509142.55238095246,1992-06-01,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-09-23,17,False,0,10526,2377,Mid-term,English
310,1063540,193.87199999999999,187861.96799999996,1981-01-01,17,True,True,True,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2010-12-08,17,True,1,14695,3762,Long-term,English
311,1063772,162.64000000000001,85873.92000000001,1964-07-01,8,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,Y,Y,1-5,English,Premier,2014-11-25,8,False,1,20723,2314,Long-term,English
312,1066478,0.0,196357.824,2013-12-23,18,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-03-01,18,True,0,2651,3313,Short-term,English
314,1069663,0.0,574852.824,2010-06-07,17,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2015-08-01,17,True,0,3946,2065,Short-term,English
316,1073824,0.0,1956239.9999999998,1996-04-01,18,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2012-08-09,18,True,0,9126,3152,Mid-term,English
319,1098745,0.0,18417.54285714286,1993-06-15,3,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-10-24,3,False,0,10147,2346,Mid-term,English
321,1106528,0.0,146939.52000000002,1995-02-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-04-19,18,True,0,9551,2534,Mid-term,English
323,1113381,0.0,230834.28571428574,1990-07-15,10,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-12-04,10,True,0,11213,2305,Mid-term,English
324,1116837,0.0,2356120.8000000003,1986-03-15,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,500+,English,Premier,2014-06-21,22,False,0,12796,2471,Mid-term,English
325,1118250,0.0,37626.28571428572,1984-04-15,11,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-12-27,11,True,0,13495,3378,Mid-term,English
326,1122328,0.0,246458.33333333337,1988-11-01,13,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2012-08-16,13,False,0,11834,3145,Mid-term,English
327,1125316,0.0,536777.142857143,1991-07-15,24,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-11-07,24,True,0,10848,2332,Mid-term,English
328,1126992,0.0,153069.28,1984-03-15,3,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,N,11-50,English,Premier,2014-10-08,3,True,0,13526,2362,Mid-term,English
329,1127258,0.0,836126.72,2013-03-05,21,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-01-02,21,True,0,2944,2641,Short-term,English
